"PLAYERS","DFG","BOT                               GVR                               HSM                               JHN                               LGN                               LPT                               MAC                               SHF                               SRL                               UFA                               VPP                               ZSK","ANA                               BOS                               BUF                               CAR                               CBJ                               CGY                               CHI                               COL                               DAL                               DET                               EDM                               FLA                               LAK                               MIN                               MTL                               NJD                               NSH                               NYI                               NYR                               OTT                               PHI                               PIT                               SEA                               SJS                               STL                               TBL                               TOR                               UFA                               UTA                               VAN                               VGK                               WPG                               WSH","Age","Cap","GP","Pts","PPG"
"Dmitri Simashev                                A","D","LGN","UTA","21","$0.5","24","1","0.0"
"Jonas Rondbjerg                                3","F","UFA","VGK","27","$0.0","4","1","0.3"
"Parker Ford                                3","F","UFA","WPG","26","$0.0","11","1","0.1"
"Brad Lambert                                3","F","UFA","WPG","22","$0.0","4","1","0.3"
"Colin Miller                                3","D","UFA","WPG","33","$0.9","15","1","0.1"
"Elias Salomonsson                                3","D","UFA","WPG","22","$0.0","17","1","0.1"
"Jeremie Biakabutuka                                3","D","UFA","ANA","24","$0.0","0","0","0.0"
"Alexandre Blais                                3","F","UFA","ANA","20","$0.0","0","0","0.0"
"Lasse Boelius                                3","D","UFA","ANA","19","$0.0","0","0","0.0"
"Austin Burnevik                                3","F","UFA","ANA","21","$0.0","0","0","0.0"
"Vyacheslav Buteyets                                3","G","UFA","ANA","24","$0.0","1","0","0.0"
"Michael Callow                                3","F","UFA","ANA","22","$0.0","0","0","0.0"
"Judd Caulfield                                3","F","UFA","ANA","25","$0.0","0","0","0.0"
"Calle Clang                                3","G","UFA","ANA","24","$0.0","0","0","0.0"
"Damian Clara                                3","G","UFA","ANA","21","$0.0","0","0","0.0"
"Rodwin Dionicio                                3","D","UFA","ANA","22","$0.0","0","0","0.0"
"William Francis                                3","D","UFA","ANA","25","$0.0","0","0","0.0"
"Artyom Galimov                                3","F","UFA","ANA","27","$0.0","0","0","0.0"
"Nathan Gaucher                                3","F","UFA","ANA","22","$0.0","0","0","0.0"
"Emile Guite                                3","F","UFA","ANA","19","$0.0","0","0","0.0"
"Tyson Hinds                                3","D","UFA","ANA","23","$0.0","0","0","0.0"
"Kyle Kukkonen                                3","F","UFA","ANA","23","$0.0","0","0","0.0"
"Tristan Luneau                                3","D","UFA","ANA","22","$0.0","0","0","0.0"
"Maxim Masse                                3","F","UFA","ANA","20","$0.0","0","0","0.0"
"Roger Mcqueen                                A","F","LPT","ANA","19","$0.7","0","0","0.0"
"Nico Myatovic                                3","F","UFA","ANA","21","$0.0","0","0","0.0"
"Jan Mysak                                3","F","UFA","ANA","24","$0.0","0","0","0.0"
"Elijah Neuenschwander                                3","G","UFA","ANA","19","$0.0","0","0","0.0"
"Eric Nilson                                3","F","UFA","ANA","19","$0.0","0","0","0.0"
"Sasha Pastujov                                3","F","UFA","ANA","23","$0.0","0","0","0.0"
"Lucas Pettersson                                3","F","UFA","ANA","20","$0.0","0","0","0.0"
"Coulson Pitre                                3","F","UFA","ANA","21","$0.0","0","0","0.0"
"Ethan Procyszyn                                3","F","UFA","ANA","20","$0.0","0","0","0.0"
"Yegor Sidorov                                3","F","UFA","ANA","22","$0.0","0","0","0.0"
"Konnor Smith                                3","D","UFA","ANA","21","$0.0","0","0","0.0"
"Tarin Smith                                3","D","UFA","ANA","20","$0.0","0","0","0.0"
"Stian Solberg                                3","D","UFA","ANA","20","$0.0","0","0","0.0"
"Herman Traff                                3","F","UFA","ANA","20","$0.0","0","0","0.0"
"Darels Uljanskis                                3","D","UFA","ANA","20","$0.0","0","0","0.0"
"Noah Warren                                3","D","UFA","ANA","22","$0.0","0","0","0.0"
"Jaxsen Wiebe                                3","F","UFA","ANA","24","$0.0","0","0","0.0"
"Dalton Bancroft                                3","F","UFA","BOS","25","$0.0","0","0","0.0"
"Matej Blumel                                3","F","UFA","BOS","26","$0.0","0","0","0.0"
"Patrick Brown                                3","F","UFA","BOS","34","$0.0","0","0","0.0"
"Frederic Brunet                                3","D","UFA","BOS","23","$0.0","0","0","0.0"
"Roman Bychkov                                3","D","UFA","BOS","25","$0.0","0","0","0.0"
"Michael Callahan                                3","D","UFA","BOS","26","$0.0","5","0","0.0"
"Luke Cavallin                                3","G","UFA","BOS","25","$0.0","0","0","0.0"
"Michael Dipietro                                E","G","BOT","BOS","27","$0.5","1","0","0.0"
"Riley Duran                                3","F","UFA","BOS","24","$0.0","0","0","0.0"
"Jackson Edward                                3","D","UFA","BOS","22","$0.0","0","0","0.0"
"John Farinacci                                3","F","UFA","BOS","25","$0.0","0","0","0.0"
"Ty Gallagher                                3","D","UFA","BOS","23","$0.0","0","0","0.0"
"Andre Gasseau                                3","F","UFA","BOS","23","$0.0","0","0","0.0"
"Elliott Groenewold                                3","D","UFA","BOS","20","$0.0","0","0","0.0"
"James Hagens                                A","F","LPT","BOS","19","$0.9","0","0","0.0"
"Brett Harrison                                3","F","UFA","BOS","23","$0.0","0","0","0.0"
"Beckett Hendrickson                                3","F","UFA","BOS","21","$0.0","0","0","0.0"
"Oskar Jellvik                                3","F","UFA","BOS","23","$0.0","0","0","0.0"
"Loke Johansson                                3","D","UFA","BOS","20","$0.0","0","0","0.0"
"Kristian Kostadinski                                3","D","UFA","BOS","21","$0.0","0","0","0.0"
"Mason Langenbrunner                                3","D","UFA","BOS","24","$0.0","0","0","0.0"
"Dean Letourneau                                3","F","UFA","BOS","20","$0.0","0","0","0.0"
"Dans Locmelis                                3","F","UFA","BOS","22","$0.0","0","0","0.0"
"Fabian Lysell                                A","F","LGN","BOS","23","$0.5","0","0","0.0"
"Dylan Mackinnon                                3","D","UFA","BOS","21","$0.0","0","0","0.0"
"Georgii Merkulov                                3","F","UFA","BOS","25","$0.0","1","0","0.0"
"William Moore                                3","F","UFA","BOS","19","$0.0","0","0","0.0"
"Jonathan Morello                                3","F","UFA","BOS","20","$0.0","0","0","0.0"
"Casper Nassen                                3","F","UFA","BOS","22","$0.0","0","0","0.0"
"Christopher Pelosi                                3","F","UFA","BOS","21","$0.0","0","0","0.0"
"Liam Pettersson                                3","D","UFA","BOS","19","$0.0","0","0","0.0"
"Jake Schmaltz                                3","F","UFA","BOS","25","$0.0","0","0","0.0"
"Cooper Simpson                                3","F","UFA","BOS","19","$0.0","0","0","0.0"
"Cole Spicer                                3","F","UFA","BOS","22","$0.0","0","0","0.0"
"Philip Svedeback                                3","G","UFA","BOS","24","$0.0","0","0","0.0"
"Billy Sweezey                                3","D","UFA","BOS","30","$0.0","0","0","0.0"
"Ryan Walsh                                3","F","UFA","BOS","23","$0.0","0","0","0.0"
"Maximus Wanner                                3","D","UFA","BOS","23","$0.0","0","0","0.0"
"Kirill Yemelyanov                                3","F","UFA","BOS","19","$0.0","0","0","0.0"
"Simon Zajicek                                3","G","UFA","BOS","25","$0.0","0","0","0.0"
"Will Zellers                                3","F","UFA","BOS","20","$0.0","0","0","0.0"
"David Bedkowski                                3","D","UFA","BUF","19","$0.0","0","0","0.0"
"Isaac Belliveau                                3","D","UFA","BUF","23","$0.0","0","0","0.0"
"Simon-Pier Brunet                                3","D","UFA","BUF","20","$0.0","0","0","0.0"
"Matteo Costantini                                3","F","UFA","BUF","24","$0.0","0","0","0.0"
"Justin Danforth                                3","F","UFA","BUF","33","$0.0","4","0","0.0"
"Riley Fiddler-Schultz                                3","F","UFA","BUF","24","$0.0","0","0","0.0"
"Mason Geertsen                                3","F","UFA","BUF","31","$0.0","5","0","0.0"
"Vasily Glotov                                3","F","UFA","BUF","29","$0.0","0","0","0.0"
"Ryan Johnson                                3","D","UFA","BUF","25","$0.0","3","0","0.0"
"Zac Jones                                3","D","UFA","BUF","25","$0.0","0","0","0.0"
"Gustav Karlsson                                3","F","UFA","BUF","22","$0.0","0","0","0.0"
"Sean Keohane                                3","D","UFA","BUF","21","$0.0","0","0","0.0"
"Adam Kleber                                3","D","UFA","BUF","20","$0.0","0","0","0.0"
"Vsevolod Komarov                                3","D","UFA","BUF","22","$0.0","0","0","0.0"
"Tyler Kopff                                3","F","UFA","BUF","23","$0.0","0","0","0.0"
"Noah Laberge                                3","D","UFA","BUF","19","$0.0","0","0","0.0"
"Ryerson Leenders                                3","G","UFA","BUF","20","$0.0","0","0","0.0"
"Topias Leinonen                                3","G","UFA","BUF","22","$0.0","0","0","0.0"
"Jake Leschyshyn                                3","F","UFA","BUF","27","$0.0","0","0","0.0"
"Devon Levi                                B","G","GVR","BUF","24","$0.5","0","0","0.0"
"Gavin Mccarthy                                3","D","UFA","BUF","21","$0.0","0","0","0.0"
"Samuel Meloche                                3","G","UFA","BUF","19","$0.0","0","0","0.0"
"Carson Meyer                                3","F","UFA","BUF","29","$0.0","0","0","0.0"
"Radim Mrtka                                A","D","LGN","BUF","19","$0.5","0","0","0.0"
"Olivier Nadeau                                3","F","UFA","BUF","23","$0.0","0","0","0.0"
"Viktor Neuchev                                3","F","UFA","BUF","22","$0.0","0","0","0.0"
"Nikita Novikov                                3","D","UFA","BUF","23","$0.0","0","0","0.0"
"Melvin Novotny                                3","F","UFA","BUF","19","$0.0","0","0","0.0"
"Luke Osburn                                3","D","UFA","BUF","20","$0.0","0","0","0.0"
"Norwin Panocha                                3","D","UFA","BUF","21","$0.0","0","0","0.0"
"Prokhor Poltapov                                3","F","UFA","BUF","23","$0.0","0","0","0.0"
"Jack Rathbone                                3","D","UFA","BUF","27","$0.0","0","0","0.0"
"Joel Ratkovic Berndtsson                                3","F","UFA","BUF","22","$0.0","0","0","0.0"
"Scott Ratzlaff                                3","G","UFA","BUF","21","$0.0","0","0","0.0"
"Jake Richard                                3","F","UFA","BUF","22","$0.0","0","0","0.0"
"Redmond Savage                                3","F","UFA","BUF","23","$0.0","0","0","0.0"
"Ashton Schultz                                3","F","UFA","BUF","19","$0.0","0","0","0.0"
"Maxim Strbak                                3","D","UFA","BUF","21","$0.0","0","0","0.0"
"Anton Wahlberg                                3","F","UFA","BUF","21","$0.0","0","0","0.0"
"Brodie Ziemer                                3","F","UFA","BUF","20","$0.0","0","0","0.0"
"Andrew Basha                                3","F","UFA","CGY","20","$0.0","0","0","0.0"
"Jacob Battaglia                                3","F","UFA","CGY","20","$0.0","0","0","0.0"
"Parker Bell                                3","F","UFA","CGY","22","$0.0","0","0","0.0"
"Clark Bishop                                3","F","UFA","CGY","30","$0.0","0","0","0.0"
"Daniil Chechelev                                3","G","UFA","CGY","25","$0.0","0","0","0.0"
"Nick Cicek                                3","D","UFA","CGY","26","$0.0","0","0","0.0"
"Lucas Ciona                                3","F","UFA","CGY","23","$0.0","0","0","0.0"
"Artem Grushnikov                                3","D","UFA","CGY","23","$0.0","0","0","0.0"
"Trevor Hoskin                                3","F","UFA","CGY","22","$0.0","0","0","0.0"
"Dryden Hunt                                3","F","UFA","CGY","30","$0.0","3","0","0.0"
"Axel Hurtig                                3","D","UFA","CGY","21","$0.0","0","0","0.0"
"Eric Jamieson                                3","D","UFA","CGY","21","$0.0","0","0","0.0"
"Pavel Karnaukhov                                3","F","UFA","CGY","29","$0.0","0","0","0.0"
"Rory Kerins                                3","F","UFA","CGY","24","$0.0","2","0","0.0"
